Date,A,AAPL,ABBV,ABT,ACGL,ACN,ADBE,ADI,ADM,ADSK,AFL,AIG,AIZ,AJG,AKAM,ALGN,ALL,AMAT,AMD,AMGN,AMP,ANET,AON,APA,APH,APO,APP,ARES,AVGO,AXP,BAC,BAX,BDX,BF-B,BG,BIIB,BK,BKR,BLK,BMY,BRK-B,BRO,BSX,BX,C,CAG,CAH,CB,CBOE,CDNS,CDW,CFG,CHD,CI,CINF,CL,CLX,CME,CNC,COF,COIN,COO,COP,COR,COST,CPAY,CPB,CRL,CRWD,CSCO,CTRA,CTSH,CVS,CVX,DDOG,DELL,DG,DHR,DLTR,DVA,DVN,DXCM,EG,EL,ELV,EOG,EPAM,EQT,ERIE,EW,EXE,FANG,GLW,KO,MO,SCHW,STZ,TECH,XOM,XYZ
2022-12-06,147.8107452392578,140.7860565185547,145.51364135742188,97.48057556152344,57.56739807128906,272.60943603515625,331.1499938964844,158.06600952148438,82.48350524902344,194.61000061035156,66.53662109375,57.41126251220703,122.83111572265625,190.59201049804688,89.80999755859375,186.0399932861328,121.48828125,101.92424774169922,70.2699966430664,257.3915100097656,308.3738098144531,32.2599983215332,301.283935546875,39.31199645996094,38.0254020690918,60.06822204589844,11.100000381469727,65.79354858398438,49.85831069946289,148.70574951171875,30.502866744995117,47.76106262207031,230.86903381347656,69.2222671508789,87.39176177978516,291.4700012207031,39.294376373291016,26.43897247314453,660.7389526367188,69.15975952148438,307.7799987792969,56.841060638427734,45.15999984741211,71.90526580810547,40.332000732421875,32.1763916015625,74.76673126220703,208.9888916015625,124.34014892578125,163.66000366210938,177.77711486816406,34.26983642578125,77.62781524658203,312.0752258300781,98.35929870605469,71.90190887451172,132.63099670410156,155.7872314453125,85.93000030517578,89.270263671875,42.40999984741211,78.2620620727539,104.1930160522461,164.69717407226562,461.80487060546875,185.3800048828125,46.90031814575195,211.2100067138672,113.83000183105469,44.27390670776367,23.050294876098633,56.76640701293945,90.2300796508789,151.6416778564453,68.58000183105469,39.71792984008789,230.39569091796875,231.49632263183594,145.08999633789062,73.83000183105469,55.57659912109375,116.83000183105469,320.44561767578125,224.3704833984375,504.9951477050781,111.98217010498047,340.1499938964844,35.235843658447266,263.60955810546875,72.2699966430664,84.44212341308594,121.9108657836914,30.624317169189453,57.966880798339844,35.652610778808594,77.1476058959961,234.24485778808594,79.52104949951172,93.69807434082031,61.29999923706055
2022-12-07,150.1350860595703,138.84535217285156,147.0067901611328,98.37220001220703,57.19654846191406,273.83203125,326.67999267578125,157.5913543701172,84.58984375,193.33999633789062,66.63958740234375,57.72768020629883,122.58414459228516,188.62757873535156,89.66000366210938,187.3300018310547,121.30182647705078,103.2870101928711,70.13999938964844,259.6357421875,308.56549072265625,31.690000534057617,297.5467834472656,39.123809814453125,37.92338943481445,58.31100845336914,10.789999961853027,64.72810363769531,49.16423034667969,148.77305603027344,30.262535095214844,48.53992462158203,232.84336853027344,64.16570281982422,87.42839050292969,292.1499938964844,40.91788864135742,25.97316551208496,659.687744140625,69.16842651367188,305.82000732421875,56.20371627807617,45.630001068115234,70.90973663330078,40.05403518676758,32.75035858154297,75.47296142578125,208.96009826660156,124.44668579101562,160.58999633789062,177.8829345703125,34.42672348022461,77.87873840332031,314.4893493652344,96.39100646972656,72.21853637695312,134.77011108398438,152.41842651367188,87.3499984741211,88.51074981689453,41.2599983215332,78.63199615478516,103.53508758544922,165.6407012939453,462.5822448730469,186.44000244140625,49.72371292114258,212.99000549316406,113.19999694824219,43.900333404541016,22.7643985748291,56.5379753112793,91.20203399658203,152.09129333496094,68.27999877929688,39.20356369018555,233.69979858398438,234.0176239013672,144.99000549316406,74.83000183105469,55.68058776855469,117.91000366210938,316.8201904296875,220.09226989746094,506.4286193847656,110.55380249023438,338.9800109863281,35.064002990722656,256.7997131347656,72.58000183105469,86.37925720214844,120.45543670654297,30.477088928222656,58.05826187133789,35.77605438232422,76.76469421386719,233.33673095703125,79.52104949951172,93.49063873291016,61.06999969482422
2022-12-08,152.6254425048828,140.52993774414062,147.53115844726562,100.35260009765625,57.5864143371582,279.0470886230469,332.5799865722656,161.04678344726562,83.89075469970703,196.6300048828125,65.81594848632812,57.94173049926758,123.51506042480469,189.66815185546875,89.93000030517578,190.4600067138672,121.22724914550781,105.7204818725586,70.47000122070312,259.463134765625,309.61004638671875,32.032501220703125,299.9240417480469,38.32627868652344,38.64726638793945,59.67878723144531,10.40999984741211,63.89031982421875,50.35706329345703,148.14825439453125,29.98523712158203,48.79027557373047,235.11900329589844,64.03411102294922,88.2064437866211,289.1000061035156,40.89954376220703,26.159488677978516,654.3668212890625,69.12513732910156,305.989990234375,56.644962310791016,46.31999969482422,72.19751739501953,40.07197570800781,32.97309875488281,76.06620025634766,210.47732543945312,122.81966400146484,164.05999755859375,179.90379333496094,34.49644470214844,78.3130111694336,315.7295227050781,97.68787384033203,72.76795959472656,135.57334899902344,154.33456420898438,86.48999786376953,88.84305572509766,42.810001373291016,79.84429931640625,101.48026275634766,165.8060302734375,462.0543212890625,184.3699951171875,50.511436462402344,210.07000732421875,114.23999786376953,44.63838577270508,22.29088592529297,56.44279861450195,91.4249496459961,152.99050903320312,74.0199966430664,39.49348449707031,233.4463653564453,237.1409149169922,144.5,74.91000366210938,55.03062438964844,122.66999816894531,317.57196044921875,229.64254760742188,505.6832275390625,109.16049194335938,346.04998779296875,34.07117462158203,259.9295349121094,72.4800033569336,84.79349517822266,117.20945739746094,30.6611328125,58.30496597290039,36.154117584228516,76.82213592529297,233.0718231201172,80.7828369140625,94.1851577758789,63.369998931884766
2022-12-09,149.3733367919922,140.04721069335938,144.927001953125,100.90635681152344,57.091949462890625,275.474853515625,330.6400146484375,160.12599182128906,83.41864013671875,194.30999755859375,65.47900390625,58.17438507080078,123.8285140991211,186.55615234375,89.0199966430664,188.80999755859375,119.84744262695312,104.48426055908203,68.58999633789062,253.17568969726562,307.6455993652344,31.975000381469727,299.0533447265625,37.51082992553711,38.14200210571289,59.72628402709961,10.359999656677246,62.97967529296875,51.65040969848633,147.93678283691406,29.929780960083008,48.5677490234375,234.76815795898438,63.836753845214844,87.42839050292969,285.3699951171875,41.00960922241211,25.25583267211914,657.6318359375,68.21649932861328,306.3900146484375,56.38021469116211,46.22999954223633,71.67693328857422,40.22440719604492,32.570457458496094,73.0246810913086,208.70079040527344,120.4663314819336,163.6699981689453,178.4891815185547,34.70561599731445,77.2321548461914,314.423095703125,97.41194152832031,72.4327163696289,134.28269958496094,155.7541961669922,86.25,89.63102722167969,40.2400016784668,77.3547134399414,99.15504455566406,160.8161163330078,463.5899963378906,183.4499969482422,49.26347732543945,210.1699981689453,115.08000183105469,44.15545654296875,21.870975494384766,55.529052734375,90.6402587890625,148.10655212402344,74.55999755859375,39.119407653808594,228.34002685546875,234.97731018066406,142.30999755859375,74.33999633789062,52.79043197631836,116.45999908447266,316.4491271972656,227.55072021484375,501.669189453125,106.61921691894531,343.8800048828125,34.052085876464844,253.1387481689453,74.01000213623047,85.3431167602539,114.31624603271484,30.38507080078125,57.69275665283203,36.03837966918945,76.41049194335938,228.9662322998047,79.5802001953125,93.39141845703125,64.5999984741211
2022-12-12,151.69766235351562,142.3426055908203,146.93569946289062,102.76473999023438,57.05391311645508,279.2286071777344,338.1700134277344,163.5244140625,84.73511505126953,199.8800048828125,66.2839126586914,59.10502243041992,125.4813461303711,188.4136505126953,90.58000183105469,195.00999450683594,120.10848236083984,106.46025848388672,70.66999816894531,251.47665405273438,312.3698425292969,32.7400016784668,300.9317321777344,39.347843170166016,38.95819091796875,60.85660171508789,10.699999809265137,64.74629974365234,52.77971649169922,151.21466064453125,30.253293991088867,48.79955291748047,240.89337158203125,64.7014389038086,87.39176177978516,290.5899963378906,41.13801574707031,26.224699020385742,659.7528076171875,68.2684326171875,311.45001220703125,56.880279541015625,47.130001068115234,75.321044921875,41.040374755859375,32.95595932006836,74.87972259521484,208.89285278320312,121.72532653808594,166.08999633789062,182.47312927246094,35.23727035522461,78.35161590576172,321.22052001953125,98.75479125976562,73.2056655883789,135.3567352294922,157.54837036132812,86.88999938964844,92.5835952758789,42.599998474121094,78.51702117919922,100.74124908447266,162.6350555419922,468.06256103515625,189.5399932861328,50.36982345581055,201.94000244140625,118.54000091552734,44.92084503173828,22.2015438079834,56.19533157348633,92.54849243164062,149.6493377685547,76.98999786376953,40.09201431274414,229.7949676513672,238.5978240966797,144.22000122070312,74.87000274658203,54.08319091796875,116.77999877929688,316.43011474609375,231.36521911621094,510.51904296875,108.71356964111328,345.8999938964844,35.235843658447266,254.62777709960938,75.31999969482422,89.17237091064453,118.3825912475586,30.81756019592285,58.45115280151367,36.231266021728516,76.86042785644531,232.2299041748047,81.79816436767578,95.69148254394531,66.19999694824219
2022-12-13,153.97320556640625,143.30801391601562,146.4646453857422,104.67943572998047,56.958824157714844,282.1036071777344,342.4599914550781,166.5906219482422,84.64432525634766,203.02000427246094,66.1435317993164,59.15155792236328,123.8475112915039,188.5205841064453,90.1500015258789,198.5800018310547,121.49760437011719,108.89375305175781,71.6500015258789,247.3699188232422,311.2391357421875,33.255001068115234,303.2699279785156,41.068359375,39.82295608520508,62.15788650512695,10.5600004196167,66.86809539794922,54.14606857299805,151.41648864746094,30.27178192138672,49.30024719238281,240.88388061523438,65.03041076660156,86.47636413574219,291.239990234375,41.93601989746094,27.2587833404541,673.632080078125,66.9357681274414,312.3299865722656,57.762760162353516,47.20000076293945,76.20696258544922,41.775638580322266,32.75035858154297,73.69324493408203,208.4222869873047,119.09111785888672,168.22999572753906,185.7064971923828,34.77534103393555,79.12364959716797,312.6527404785156,98.95713806152344,73.3360366821289,133.2357177734375,155.14456176757812,83.22000122070312,93.85577392578125,38.689998626708984,82.4438705444336,102.21027374267578,160.52430725097656,468.5616455078125,191.22000122070312,49.80337142944336,209.61000061035156,120.98999786376953,45.23063278198242,22.246212005615234,56.328575134277344,90.2300796508789,152.98171997070312,79.70999908447266,40.07331085205078,228.52777099609375,241.380859375,144.55999755859375,75.05000305175781,54.880096435546875,119.55999755859375,315.2977600097656,234.88624572753906,496.3172302246094,111.69297790527344,364.4200134277344,35.42677688598633,254.77947998046875,75.95999908447266,90.05535888671875,120.24375915527344,31.277664184570312,58.46943283081055,36.115535736083984,74.42891693115234,227.85000610351562,85.74119567871094,96.7377700805664,71.02999877929688
2022-12-14,151.18983459472656,141.0816192626953,146.52685546875,104.42603302001953,57.35820007324219,278.3785400390625,339.9200134277344,162.97381591796875,84.2539291381836,200.05999755859375,65.88146209716797,58.60906219482422,119.3449935913086,187.8009490966797,88.83999633789062,195.80999755859375,121.10604858398438,106.72307586669922,68.93000030517578,246.3432159423828,308.4984130859375,32.747501373291016,299.50335693359375,40.360435485839844,39.70150375366211,62.765785217285156,10.529999732971191,65.98477935791016,54.46845626831055,148.1386260986328,29.83734130859375,48.49357604980469,240.87440490722656,64.7954330444336,88.08744812011719,289.04998779296875,41.22057342529297,26.99793243408203,661.8832397460938,66.7540512084961,309.2900085449219,57.03716278076172,47.18000030517578,73.61315155029297,41.228668212890625,32.96452713012695,73.96631622314453,208.21102905273438,117.8418197631836,165.47000122070312,184.79232788085938,34.04323196411133,79.3359375,316.8466491699219,97.87181091308594,73.88546752929688,133.81338500976562,152.3488006591797,83.0,91.71017456054688,40.189998626708984,81.20156860351562,101.72358703613281,160.7577362060547,464.0698547363281,190.89999389648438,50.44947814941406,214.3300018310547,120.56999969482422,44.92084503173828,22.06753158569336,55.424346923828125,89.77532196044922,151.92381286621094,80.4800033569336,38.979122161865234,232.3011932373047,239.24343872070312,146.5,74.70999908447266,54.826961517333984,121.48999786376953,309.62652587890625,235.88949584960938,497.110595703125,111.66638946533203,354.8299865722656,36.09501647949219,257.0273742675781,75.81999969482422,89.34358215332031,120.70243072509766,31.038410186767578,58.46943283081055,36.362430572509766,74.01728057861328,226.61077880859375,85.57361602783203,96.02519989013672,71.25
2022-12-15,147.33221435546875,134.47134399414062,144.96258544921875,101.85432434082031,57.767086029052734,268.5118103027344,328.7099914550781,157.6673126220703,83.90892028808594,194.11000061035156,64.88936614990234,58.18815231323242,118.76557159423828,182.9287109375,85.58999633789062,201.97000122070312,123.3342514038086,101.77822875976562,66.52999877929688,241.80941772460938,301.3879699707031,31.395000457763672,297.0771179199219,40.36939239501953,37.96710968017578,60.84709548950195,9.760000228881836,63.358253479003906,52.90961837768555,144.3993377685547,29.365938186645508,47.065650939941406,237.52734375,62.84046936035156,88.56344604492188,283.44000244140625,40.57851028442383,27.053834915161133,649.4736938476562,64.90217590332031,301.9100036621094,55.47813415527344,46.31999969482422,70.69055938720703,40.00920867919922,32.81888961791992,73.98513793945312,205.10699462890625,120.22421264648438,162.22999572753906,177.25743103027344,33.398277282714844,78.73762512207031,313.7887878417969,95.96475219726562,72.52584838867188,132.10751342773438,150.2148895263672,80.30999755859375,89.099365234375,37.97999954223633,81.01161193847656,101.4352035522461,161.07872009277344,445.2486572265625,182.57000732421875,50.378665924072266,218.5,114.98999786376953,43.87299728393555,22.630386352539062,53.63492965698242,87.0289077758789,150.78656005859375,78.30500030517578,36.82816696166992,231.7379913330078,235.62290954589844,145.11000061035156,72.98999786376953,54.52592468261719,116.23999786376953,306.8669738769531,227.73062133789062,486.435302734375,112.28709411621094,336.1099853515625,36.49596405029297,257.8240051269531,73.55000305175781,89.12732696533203,121.17876434326172,30.17342185974121,57.66535186767578,36.223548889160156,73.76837158203125,222.6849365234375,82.99092864990234,95.10519409179688,65.88999938964844
2022-12-16,145.80868530273438,132.51092529296875,142.63392639160156,100.34321594238281,58.0333366394043,252.61814880371094,338.5400085449219,158.3603057861328,83.80903625488281,192.39999389648438,64.5992202758789,58.52488327026367,117.42622375488281,181.226806640625,84.9800033569336,198.2100067138672,122.3087158203125,101.9437255859375,65.41000366210938,242.9633331298828,299.15521240234375,30.915000915527344,292.2833557128906,39.24031066894531,37.72904968261719,59.374839782714844,9.819999694824219,62.57763671875,52.71144104003906,140.63125610351562,29.301233291625977,46.092071533203125,236.57916259765625,61.90059280395508,87.95014190673828,284.9800109863281,40.44092559814453,26.429649353027344,651.37158203125,63.59548568725586,300.0,54.419166564941406,45.810001373291016,68.85478210449219,39.76710510253906,32.561893463134766,74.65372467041016,204.05625915527344,120.10798645019531,163.1999969482422,174.44749450683594,33.40699005126953,77.30937194824219,309.8504638671875,94.63162994384766,72.41410827636719,130.50999450683594,149.0390625,81.4000015258789,85.5391845703125,36.599998474121094,79.45185852050781,99.53358459472656,162.23622131347656,442.8876953125,181.25,50.50258255004883,215.4199981689453,111.5,43.56319808959961,22.103271484375,52.882991790771484,85.11177825927734,148.7412872314453,77.83000183105469,36.70658493041992,233.02395629882812,228.5999298095703,142.64999389648438,72.41000366210938,53.19774627685547,114.62999725341797,307.45684814453125,228.05242919921875,479.8122863769531,111.52449798583984,333.29998779296875,35.55087661743164,255.5572509765625,73.01000213623047,87.98304748535156,118.47960662841797,29.722522735595703,57.33640670776367,35.92265319824219,74.85011291503906,218.86314392089844,81.20669555664062,94.43771362304688,62.5099983215332
2022-12-19,143.5136260986328,130.4027099609375,143.53160095214844,100.04288482666016,57.56739807128906,243.9453582763672,328.760009765625,156.76548767089844,84.11773681640625,188.5399932861328,64.50562286376953,57.495994567871094,116.789794921875,180.00143432617188,84.06999969482422,198.75999450683594,122.12225341796875,101.22340393066406,64.58999633789062,241.40963745117188,293.779296875,30.637500762939453,290.6202087402344,39.285118103027344,36.99834442138672,59.20387268066406,9.479999542236328,61.135799407958984,52.55082702636719,139.3912353515625,29.633991241455078,46.314598083496094,235.58358764648438,61.52463912963867,88.05082702636719,284.3800048828125,40.51430130004883,26.327178955078125,644.1619262695312,63.30990982055664,300.0299987792969,54.33091354370117,45.79999923706055,67.11036682128906,39.390506744384766,32.66468811035156,74.7102279663086,204.326171875,119.37196350097656,160.9499969482422,171.60867309570312,33.29368591308594,77.09706115722656,313.1545104980469,93.44666290283203,72.61898040771484,130.69952392578125,148.65586853027344,81.41999816894531,83.42208099365234,35.16999816894531,79.05193328857422,99.53358459472656,162.65447998046875,440.1811218261719,178.9600067138672,50.299015045166016,216.52999877929688,108.08999633789062,43.189613342285156,21.71909523010254,52.33094024658203,84.75511932373047,149.76394653320312,76.05000305175781,36.4727897644043,227.5703125,225.71221923828125,139.4199981689453,72.2699966430664,52.471675872802734,112.2300033569336,306.76226806640625,223.6038055419922,480.6150817871094,111.31169891357422,328.57000732421875,34.47212600708008,257.40667724609375,73.43000030517578,86.44234466552734,117.82688903808594,29.216415405273438,57.418643951416016,35.78377151489258,74.91712951660156,217.8509063720703,79.63935089111328,94.86164855957031,60.439998626708984
2022-12-20,144.470703125,130.33375549316406,142.72279357910156,99.94901275634766,59.18392562866211,250.15383911132812,338.2200012207031,155.99655151367188,84.38103485107422,187.9199981689453,66.13417053222656,58.740013122558594,115.93488311767578,181.75196838378906,84.5,200.75,124.63013458251953,100.74642944335938,65.05000305175781,240.5464630126953,295.1879577636719,30.4424991607666,291.35400390625,39.54498291015625,37.134742736816406,59.5553092956543,9.829999923706055,61.91640853881836,52.01443862915039,140.0544891357422,29.75415802001953,46.29606246948242,236.32318115234375,61.186283111572266,88.30714416503906,287.510009765625,40.62437057495117,26.942033767700195,643.3155517578125,62.86858367919922,302.0,54.448577880859375,45.84000015258789,66.75415802001953,39.28290939331055,32.97309875488281,74.93621826171875,206.96751403808594,119.29449462890625,162.36000061035156,172.19569396972656,33.1629524230957,77.0295181274414,311.98052978515625,94.71495819091797,72.3488998413086,128.9485626220703,147.35813903808594,80.37999725341797,83.91576385498047,34.970001220703125,79.95928955078125,101.52532958984375,162.8101348876953,439.4036560058594,179.02999877929688,49.72371292114258,213.00999450683594,109.83000183105469,43.16228103637695,21.870975494384766,52.38805389404297,84.71052551269531,152.22354125976562,75.9800033569336,36.426029205322266,226.15292358398438,222.99029541015625,139.2100067138672,70.81999969482422,52.56021499633789,113.1500015258789,311.1679992675781,224.92892456054688,482.297119140625,112.16297149658203,331.7200012207031,34.50076675415039,260.2994384765625,73.41999816894531,86.20806884765625,119.02648162841797,29.032371520996094,57.37295913696289,35.830074310302734,76.16160583496094,217.73741149902344,79.87593078613281,96.23267364501953,61.40999984741211
2022-12-21,146.58021545410156,133.43692016601562,144.17152404785156,101.49766540527344,60.248931884765625,256.8590087890625,341.3800048828125,158.9203643798828,85.58853149414062,192.22999572753906,66.88292694091797,59.235748291015625,117.34071350097656,184.270751953125,83.76000213623047,204.27999877929688,125.52516174316406,103.08259582519531,67.68000030517578,241.91842651367188,299.9697265625,30.832500457763672,296.46075439453125,41.821083068847656,37.40267562866211,61.30302810668945,10.199999809265137,63.174560546875,53.659908294677734,141.40023803710938,30.207077026367188,46.66694259643555,240.2296600341797,62.80287170410156,89.51545715332031,286.8599853515625,41.07381820678711,27.342626571655273,663.2039794921875,63.45701217651367,307.82000732421875,55.87034606933594,46.08000183105469,69.26578521728516,40.17957305908203,33.221519470214844,75.33169555664062,210.8812713623047,122.20954895019531,165.41000366210938,174.2646484375,33.72946548461914,78.15860748291016,315.40765380859375,96.78866577148438,73.55953979492188,129.6074676513672,150.5632781982422,81.6500015258789,85.17843627929688,35.150001525878906,82.15892028808594,104.79682922363281,164.69717407226562,443.47308349609375,181.85000610351562,50.36982345581055,220.30999755859375,107.3499984741211,43.42652130126953,22.398094177246094,52.94961929321289,83.92584228515625,154.01316833496094,77.16999816894531,36.58501434326172,229.54148864746094,227.6838836669922,140.17999267578125,73.19000244140625,54.685298919677734,114.76000213623047,318.9897766113281,230.82568359375,488.212890625,115.28424835205078,338.989990234375,34.97808837890625,267.06182861328125,74.76000213623047,88.7489013671875,120.84355926513672,29.474069595336914,58.29581832885742,35.900936126708984,77.77940368652344,220.7834930419922,81.9854507446289,97.46837615966797,62.58000183105469
2022-12-22,145.5254669189453,130.26478576660156,145.11366271972656,101.3944320678711,59.76396942138672,252.8856201171875,336.5199890136719,155.44598388671875,84.88037109375,188.10000610351562,66.3681640625,58.36587142944336,116.80878448486328,182.86061096191406,82.72000122070312,203.49000549316406,126.26165771484375,95.00340270996094,63.86000061035156,241.0098419189453,295.0729064941406,30.092500686645508,293.6432189941406,40.04680252075195,37.05192565917969,60.57164001464844,9.84000015258789,61.778656005859375,52.881629943847656,139.67959594726562,29.939023971557617,46.49077224731445,240.4477081298828,62.520904541015625,88.89299011230469,280.6099853515625,40.798648834228516,26.420339584350586,654.264404296875,63.88969802856445,302.69000244140625,55.5467643737793,46.150001525878906,67.89580535888672,39.444305419921875,33.20439147949219,75.8590316772461,209.5605926513672,120.34042358398438,161.75999450683594,171.11788940429688,33.89506149291992,78.9788818359375,315.521240234375,96.04804992675781,73.82959747314453,131.23204040527344,150.82456970214844,82.23999786376953,84.9600830078125,34.59000015258789,82.6938247680664,101.7506332397461,164.64852905273438,440.25787353515625,177.83999633789062,50.290157318115234,218.36000061035156,103.97000122070312,43.11671829223633,21.897781372070312,52.78780746459961,83.28382110595703,151.7034149169922,72.94999694824219,36.60371398925781,230.47079467773438,225.66860961914062,140.0500030517578,73.43000030517578,53.22430419921875,113.68000030517578,316.6774597167969,229.26393127441406,487.4673767089844,111.9944839477539,323.239990234375,33.412471771240234,262.0540771484375,74.44999694824219,84.58625793457031,117.20945739746094,29.050779342651367,57.87550354003906,36.05056381225586,77.34864807128906,218.53204345703125,81.76859283447266,95.5020523071289,60.59000015258789
2022-12-23,145.7403106689453,129.90028381347656,144.96258544921875,101.53520202636719,60.267948150634766,254.15594482421875,338.45001220703125,155.5314178466797,85.90631103515625,188.16000366210938,67.15434265136719,59.07674026489258,118.76557159423828,183.2301788330078,83.16000366210938,203.6699981689453,127.13806915283203,94.63351440429688,64.5199966430664,239.79238891601562,295.40826416015625,29.9424991607666,294.07366943359375,42.3408203125,36.93014144897461,61.02756881713867,9.84000015258789,62.16437911987305,52.81852722167969,141.32333374023438,30.01297378540039,46.51858901977539,241.2821502685547,62.36112976074219,90.58644104003906,279.1600036621094,40.95457458496094,27.109725952148438,654.831787109375,63.076263427734375,306.489990234375,55.831119537353516,46.060001373291016,68.41639709472656,39.6864013671875,33.27293014526367,75.37879943847656,211.7392120361328,122.19985961914062,161.4499969482422,171.42587280273438,33.90378189086914,79.19119262695312,316.49639892578125,96.70535278320312,73.98790740966797,130.06777954101562,150.9639434814453,81.62999725341797,86.09933471679688,35.4900016784668,83.16875457763672,106.14894104003906,165.36830139160156,444.0393981933594,181.22000122070312,50.69731140136719,218.5,101.98999786376953,43.262508392333984,22.51424217224121,53.32083511352539,83.42648315429688,156.39346313476562,72.41999816894531,36.58501434326172,232.3668975830078,226.706787109375,141.91000366210938,73.76000213623047,55.34938049316406,111.44000244140625,318.6947937011719,228.12814331054688,491.5100402832031,115.81629943847656,323.6600036621094,34.56759262084961,262.0065612792969,74.19000244140625,87.73077392578125,120.87003326416016,29.216415405273438,58.314090728759766,36.41279602050781,78.27719116210938,219.85643005371094,81.55171966552734,98.02760314941406,60.88999938964844
2022-12-27,146.0528564453125,128.09750366210938,144.86480712890625,101.90126037597656,60.49616241455078,253.4109344482422,335.0899963378906,153.97457885742188,87.07752990722656,186.2899932861328,67.61297607421875,59.235748291015625,118.32862091064453,184.07626342773438,83.5,204.58999633789062,126.81173706054688,92.80352783203125,63.27000045776367,239.310791015625,295.5329284667969,29.71500015258789,294.4454345703125,42.69029998779297,37.19319534301758,60.229698181152344,9.300000190734863,61.466400146484375,52.92466354370117,140.7177734375,30.06842803955078,47.13983154296875,242.06912231445312,62.57731246948242,92.06936645507812,274.7699890136719,41.11050033569336,27.36126136779785,654.1993408203125,62.833953857421875,305.54998779296875,56.242942810058594,46.2400016784668,67.29299926757812,39.8029670715332,33.427127838134766,74.53131866455078,212.94419860839844,122.38386535644531,160.0500030517578,172.24383544921875,34.17396926879883,79.04643249511719,316.297607421875,96.68682861328125,74.44422912597656,130.18508911132812,149.93563842773438,81.58000183105469,86.15630340576172,32.650001525878906,83.34622192382812,107.43669891357422,164.38589477539062,440.0562744140625,181.74000549316406,50.93627166748047,218.9199981689453,100.66000366210938,43.30806350708008,22.85373878479004,53.758670806884766,82.94497680664062,158.359375,70.56999969482422,36.85621643066406,232.0102081298828,227.59666442871094,142.1699981689453,73.9000015258789,55.99576187133789,109.87999725341797,319.798583984375,235.00926208496094,491.4336853027344,117.11979675292969,318.1199951171875,34.691688537597656,263.4388732910156,73.58999633789062,88.9381103515625,121.35517883300781,29.35444450378418,58.67045211791992,36.60179138183594,78.70797729492188,219.83750915527344,81.03912353515625,99.38961029052734,59.86000061035156
2022-12-28,144.62698364257812,124.16678619384766,144.1892852783203,101.20671844482422,59.5262451171875,251.31912231445312,328.3299865722656,152.15196228027344,84.99840545654297,181.89999389648438,66.89229583740234,58.82419204711914,117.74917602539062,182.7827911376953,83.5,201.5800018310547,126.26165771484375,91.72306823730469,62.56999969482422,237.52088928222656,291.84356689453125,29.792499542236328,293.0171203613281,40.48589324951172,36.481971740722656,59.384342193603516,9.399999618530273,60.90620040893555,52.09761428833008,138.42994689941406,30.290267944335938,46.69476318359375,240.00209045410156,61.628028869628906,91.08074951171875,274.0400085449219,40.93622970581055,26.597341537475586,651.4737548828125,62.29744338989258,303.42999267578125,55.46832275390625,45.779998779296875,65.90476989746094,40.00920867919922,33.11015701293945,74.0134048461914,211.9031219482422,122.14176177978516,158.33999633789062,168.85647583007812,33.96479034423828,78.09104919433594,314.16748046875,95.08526611328125,73.4012222290039,128.48826599121094,150.16810607910156,81.58000183105469,85.15945434570312,32.529998779296875,82.08393096923828,104.57099151611328,162.79067993164062,434.76800537109375,179.49000549316406,50.48488235473633,215.0399932861328,99.95999908447266,42.8889274597168,21.7726993560791,52.90202713012695,82.71314239501953,156.023193359375,69.83999633789062,36.24834060668945,229.98268127441406,226.25311279296875,141.5399932861328,72.80000305175781,53.91495895385742,109.7699966430664,317.77178955078125,233.0216064453125,489.9713439941406,112.9698715209961,316.6499938964844,31.98050308227539,238.21029663085938,73.11000061035156,84.36102294921875,118.61193084716797,28.91274642944336,58.08565902709961,36.105690002441406,78.83242797851562,219.3550567626953,79.5407943725586,97.75701141357422,59.08000183105469
2022-12-29,147.5568084716797,127.68374633789062,144.4825897216797,103.53437805175781,60.011207580566406,256.3432312011719,337.5799865722656,155.66432189941406,84.54446411132812,188.1199951171875,67.46321868896484,59.51634979248047,120.28538513183594,184.94174194335938,84.69999694824219,212.13999938964844,127.18464660644531,94.55564880371094,64.81999969482422,239.10177612304688,299.27972412109375,30.469999313354492,296.8031921386719,41.140045166015625,37.3247184753418,60.381675720214844,10.430000305175781,63.06438064575195,53.332923889160156,141.61172485351562,30.632266998291016,47.399452209472656,243.586181640625,62.17315673828125,91.34622192382812,276.0,41.8809814453125,27.184255599975586,666.190185546875,62.39262008666992,309.05999755859375,56.52729034423828,46.349998474121094,68.27025604248047,40.493404388427734,33.21295928955078,73.18476104736328,214.0817108154297,123.1683120727539,161.92999267578125,173.08103942871094,34.40056610107422,78.72797393798828,313.09771728515625,96.42762756347656,73.91341400146484,128.54238891601562,151.25900268554688,81.72000122070312,87.97911071777344,34.779998779296875,83.58118438720703,105.55042266845703,161.5164794921875,438.1656188964844,185.75999450683594,50.19280242919922,223.5500030517578,104.56999969482422,43.28072738647461,21.906715393066406,54.37734603881836,83.32840728759766,157.20455932617188,73.94000244140625,37.239654541015625,232.7986602783203,233.02960205078125,142.99000549316406,75.20999908447266,54.04777145385742,112.06999969482422,318.6376647949219,236.56155395507812,490.1625671386719,114.06058502197266,330.739990234375,32.3337287902832,236.98678588867188,75.20999908447266,85.21696472167969,120.20848083496094,29.428058624267578,58.43288040161133,36.121429443359375,79.12918090820312,222.11734008789062,83.26693725585938,98.49664306640625,62.91999816894531
